timestamp,open,high,low,close,volume
2025-02-20 13:00:00,0.1001,8.0,0.1001,1.1266,2809168.1
2025-02-20 14:00:00,1.1313,1.1327,0.8878,0.9245,1105684.5
2025-02-20 15:00:00,0.9235,0.9608,0.8913,0.9245,1625188.3
2025-02-20 16:00:00,0.9244,1.0155,0.8923,0.9781,1705443.0
2025-02-20 17:00:00,0.9784,1.31,0.9512,1.2323,2729223.9
2025-02-20 18:00:00,1.232,1.3169,1.166,1.2428,4063710.5
2025-02-20 19:00:00,1.2429,1.3252,1.1941,1.2333,2140363.5
2025-02-20 20:00:00,1.2332,1.2751,1.1982,1.2504,1325601.7
2025-02-20 21:00:00,1.2511,2.1,1.2414,1.6871,4077348.4
2025-02-20 22:00:00,1.6838,1.91,1.6763,1.7389,1692694.3
2025-02-20 23:00:00,1.743,1.8328,1.583,1.6457,1714239.1
2025-02-21 00:00:00,1.6434,1.6443,1.3262,1.3504,1871599.0
2025-02-21 01:00:00,1.3536,1.5208,1.3182,1.4308,1285227.3
2025-02-21 02:00:00,1.4319,1.47,1.2647,1.3178,912768.7
2025-02-21 03:00:00,1.3194,1.3837,1.28,1.3522,709212.4
2025-02-21 04:00:00,1.3522,1.4426,1.3406,1.4073,747895.6
2025-02-21 05:00:00,1.408,1.6033,1.3763,1.5955,1365850.6
2025-02-21 06:00:00,1.5943,1.72,1.5293,1.6043,2570459.8
2025-02-21 07:00:00,1.6037,1.6517,1.5197,1.5811,1379691.6
2025-02-21 08:00:00,1.5795,1.64,1.4771,1.6327,1079825.2
2025-02-21 09:00:00,1.6311,1.7979,1.6024,1.7468,2399093.6
2025-02-21 10:00:00,1.7447,1.97,1.7229,1.899,2259856.7
2025-02-21 11:00:00,1.8984,1.99,1.7542,1.8281,2637185.1
2025-02-21 12:00:00,1.8262,1.8651,1.69,1.7732,1886818.0
2025-02-21 13:00:00,1.7716,1.84,1.7161,1.8185,930763.0
2025-02-21 14:00:00,1.8187,1.9313,1.7859,1.8568,1885690.4
2025-02-21 15:00:00,1.8559,2.1123,1.6699,1.8125,3951355.9
2025-02-21 16:00:00,1.8122,1.982,1.795,1.887,2193301.0
2025-02-21 17:00:00,1.8871,1.893,1.6914,1.7421,2031348.5
2025-02-21 18:00:00,1.7424,1.8206,1.68,1.7339,1242609.7
2025-02-21 19:00:00,1.7356,1.7722,1.6137,1.6621,1676233.1
2025-02-21 20:00:00,1.6617,1.7396,1.6173,1.6877,1117567.5
2025-02-21 21:00:00,1.6858,1.7242,1.5796,1.6512,1388113.9
2025-02-21 22:00:00,1.652,1.665,1.5422,1.567,1205693.5
2025-02-21 23:00:00,1.5684,1.5851,1.4163,1.4319,1035091.2
2025-02-22 00:00:00,1.4307,1.803,1.3569,1.7723,1938331.0
2025-02-22 01:00:00,1.7711,1.817,1.6551,1.7669,1209385.8
2025-02-22 02:00:00,1.7598,1.7696,1.6613,1.7107,458210.1
2025-02-22 03:00:00,1.7031,1.769,1.6353,1.6939,312882.9
2025-02-22 04:00:00,1.698,1.7214,1.6626,1.688,119990.0
2025-02-22 05:00:00,1.6908,1.7732,1.6886,1.7659,167577.9
2025-02-22 06:00:00,1.7552,1.7934,1.675,1.6934,206620.3
2025-02-22 07:00:00,1.6918,1.731,1.6557,1.7165,316754.8
2025-02-22 08:00:00,1.7162,1.7488,1.6689,1.6971,478660.0
2025-02-22 09:00:00,1.6965,1.7111,1.6115,1.6232,660323.5
2025-02-22 10:00:00,1.6226,1.6485,1.5682,1.5807,793885.5
2025-02-22 11:00:00,1.583,1.6347,1.5277,1.6126,751680.8
2025-02-22 12:00:00,1.6122,1.7149,1.5863,1.6732,787982.3
2025-02-22 13:00:00,1.6742,1.69,1.5915,1.6185,440887.7
2025-02-22 14:00:00,1.621,1.6676,1.5941,1.6062,306818.4
2025-02-22 15:00:00,1.6058,1.618,1.5602,1.5804,397888.9
2025-02-22 16:00:00,1.5793,1.6505,1.55,1.6003,519625.7
2025-02-22 17:00:00,1.5999,1.6891,1.555,1.6279,701893.9
2025-02-22 18:00:00,1.6287,1.6767,1.6142,1.6373,436983.1
2025-02-22 19:00:00,1.6363,1.708,1.6346,1.6545,965288.0
2025-02-22 20:00:00,1.6542,1.6542,1.5979,1.6093,478929.7
2025-02-22 21:00:00,1.6108,1.6267,1.5802,1.6166,251466.8
2025-02-22 22:00:00,1.6165,1.6286,1.5088,1.5415,464769.5
2025-02-22 23:00:00,1.5422,1.5852,1.5158,1.5417,360528.3
2025-02-23 00:00:00,1.5415,1.588,1.5289,1.5772,408022.8
2025-02-23 01:00:00,1.5774,1.5832,1.485,1.5123,408812.7
2025-02-23 02:00:00,1.5125,1.5428,1.5107,1.5157,205556.3
2025-02-23 03:00:00,1.5166,1.5479,1.4656,1.5081,265984.4
2025-02-23 04:00:00,1.5078,1.5317,1.4849,1.5147,166865.6
2025-02-23 05:00:00,1.514,1.5279,1.4977,1.5128,138077.2
2025-02-23 06:00:00,1.5126,1.5516,1.4996,1.5337,185441.6
2025-02-23 07:00:00,1.5341,1.5795,1.5278,1.546,270061.7
2025-02-23 08:00:00,1.547,1.56,1.5277,1.5515,184523.3
2025-02-23 09:00:00,1.5517,1.5777,1.5402,1.5472,241279.3
2025-02-23 10:00:00,1.5468,1.5598,1.5147,1.5365,200142.8
2025-02-23 11:00:00,1.5364,1.5582,1.5164,1.5352,177705.1
2025-02-23 12:00:00,1.5344,1.5494,1.4903,1.5076,221569.1
2025-02-23 13:00:00,1.5086,1.5374,1.5024,1.5277,112086.4
2025-02-23 14:00:00,1.5271,1.5437,1.5133,1.5263,227059.7
2025-02-23 15:00:00,1.5294,1.5566,1.4702,1.4845,501625.7
2025-02-23 16:00:00,1.4824,1.5003,1.441,1.4646,459263.0
2025-02-23 17:00:00,1.4642,1.5005,1.447,1.5003,344262.9
2025-02-23 18:00:00,1.5003,1.66,1.4936,1.5524,1347951.4
2025-02-23 19:00:00,1.5532,1.5717,1.5291,1.5532,401245.5
2025-02-23 20:00:00,1.5519,1.5624,1.5268,1.5391,271164.7
2025-02-23 21:00:00,1.5393,1.555,1.4873,1.4975,496885.0
2025-02-23 22:00:00,1.4989,1.5198,1.4779,1.5166,138530.0
2025-02-23 23:00:00,1.5174,1.6388,1.5168,1.571,1047290.2
2025-02-24 00:00:00,1.5693,1.5889,1.5407,1.5461,621119.6
2025-02-24 01:00:00,1.5464,1.5597,1.5215,1.5367,168002.3
2025-02-24 02:00:00,1.5362,1.6292,1.5322,1.5918,442487.9
2025-02-24 03:00:00,1.5922,1.7356,1.5489,1.6918,640078.9
2025-02-24 04:00:00,1.6915,1.7495,1.6261,1.6865,889520.1
